id_origen,id_destino,titulo_origen,titulo_destino,peso,similitud_porcentaje,direccion
6680,4123,Evolutionary computation and machine learning in s,Stable Teamwork Marriages in Healthcare: Applying ,0.699957,70.0%,6680 → 4123
6680,5426,Evolutionary computation and machine learning in s,Teaching Adversarial Machine Learning: Educating t,0.700931,70.1%,6680 → 5426
6680,6700,Evolutionary computation and machine learning in s,Forecasting worldwide empty container availability,0.735479,73.5%,6680 → 6700
6680,6049,Evolutionary computation and machine learning in s,Not all biases are bad: equitable and inequitable ,0.759101,75.9%,6680 → 6049
6682,1143,Experimental and computational study comparing con,Preparing a seismic hazard model for Switzerland: ,0.625067,62.5%,6682 → 1143
6682,2476,Experimental and computational study comparing con,A Group Authentication Scheme Supporting Cheating ,0.638416,63.8%,6682 → 2476
6683,4433,Explaining food security warning signals with YouT,Cyberspace Security and U.S.-China Relations,0.619327,61.9%,6683 → 4433
6683,4724,Explaining food security warning signals with YouT,"Security - Visible, Yet Unseen?",0.635566,63.6%,6683 → 4724
6683,5698,Explaining food security warning signals with YouT,Better security through obfuscation,0.658839,65.9%,6683 → 5698
6683,7000,Explaining food security warning signals with YouT,Sustainability is a Security Problem,0.663567,66.4%,6683 → 7000
6683,4101,Explaining food security warning signals with YouT,Session details: Session 3: Security and Safety An,0.673686,67.4%,6683 → 4101
6683,4606,Explaining food security warning signals with YouT,Managing security risks,0.67528,67.5%,6683 → 4606
6683,8776,Explaining food security warning signals with YouT,Poor Security and Safety,0.708227,70.8%,6683 → 8776
6683,4668,Explaining food security warning signals with YouT,Post-Collusion Security and Distance Bounding,0.726925,72.7%,6683 → 4668
6689,9436,Exploring the relationship between computational t,Exploring the Relationship Between STEM Attitudes ,0.67041,67.0%,6689 → 9436
6695,6612,Face Recognition to Determine Visitor Attraction U,Design and implementation of billboard recognition,0.636534,63.7%,6695 → 6612
6697,9249,Feature Discrimination of News Based on Canopy and,Can internet search data predict human migration i,0.614413,61.4%,6697 → 9249
6697,3306,Feature Discrimination of News Based on Canopy and,Cuckoo search via Lévy flights for the capacitated,0.626102,62.6%,6697 → 3306
6697,7786,Feature Discrimination of News Based on Canopy and,RILS-ROLS: robust symbolic regression via iterated,0.62724,62.7%,6697 → 7786
6699,5789,Fog computing application of cyber-physical models,Design Space Exploration for Secure IoT Devices an,0.639137,63.9%,6699 → 5789
6700,9630,Forecasting worldwide empty container availability,Overview of leakage scenarios in supervised machin,0.741033,74.1%,6700 → 9630
6700,2988,Forecasting worldwide empty container availability,How the machine ‘thinks’: Understanding opacity in,0.741455,74.1%,6700 → 2988
6700,9548,Forecasting worldwide empty container availability,Interpretable machine learning model to predict th,0.743475,74.3%,6700 → 9548
6700,8260,Forecasting worldwide empty container availability,Comparing discrete choice and machine learning mod,0.766249,76.6%,6700 → 8260
6700,8121,Forecasting worldwide empty container availability,Adversarial Threats in Machine Learning: A Critica,0.770749,77.1%,6700 → 8121
6700,5426,Forecasting worldwide empty container availability,Teaching Adversarial Machine Learning: Educating t,0.777823,77.8%,6700 → 5426
6700,4123,Forecasting worldwide empty container availability,Stable Teamwork Marriages in Healthcare: Applying ,0.80789,80.8%,6700 → 4123
6700,6049,Forecasting worldwide empty container availability,Not all biases are bad: equitable and inequitable ,0.876154,87.6%,6700 → 6049
6705,4508,Fundamental Discrepancy of Chemical Reactivity of ,Facile aqueous-phase synthesis of Ag–Cu–Pt–Pd quad,0.649545,65.0%,6705 → 4508
6709,9098,Gender Disparities in AP Computer Science Exams: A,A Multitiered Approach to Computer Science Talent ,0.690812,69.1%,6709 → 9098
6709,6079,Gender Disparities in AP Computer Science Exams: A,Planning Computer Science Instruction for Students,0.700164,70.0%,6709 → 6079
6709,7290,Gender Disparities in AP Computer Science Exams: A,Booting the system: Leadership practices for initi,0.705712,70.6%,6709 → 7290
6709,527,Gender Disparities in AP Computer Science Exams: A,Increasing the probability of success in the first,0.706156,70.6%,6709 → 527
6709,7764,Gender Disparities in AP Computer Science Exams: A,Power surge: How a multistakeholder coalition prom,0.714037,71.4%,6709 → 7764
6709,4754,Gender Disparities in AP Computer Science Exams: A,Study TOUR for Computer Science Students,0.718938,71.9%,6709 → 4754
6709,2394,Gender Disparities in AP Computer Science Exams: A,Research into the computational thinking for the t,0.735276,73.5%,6709 → 2394
6709,3153,Gender Disparities in AP Computer Science Exams: A,Understanding blended mentorship in Minecraft: Sca,0.76211,76.2%,6709 → 3153
6711,2536,Generalized variational inequalities for linguisti,Bipolar-Valued Rough Fuzzy Set and Its Application,0.744352,74.4%,6711 → 2536
6711,2293,Generalized variational inequalities for linguisti,Fuzzy networks: What happens when fuzzy people are,0.768372,76.8%,6711 → 2293
6711,244,Generalized variational inequalities for linguisti,Design of a neuro-fuzzy controller,0.770823,77.1%,6711 → 244
6711,5357,Generalized variational inequalities for linguisti,Representation and Reasoning of Fuzzy Knowledge Un,0.796067,79.6%,6711 → 5357
6711,6296,Generalized variational inequalities for linguisti,Trajectory Tracking of a 2-DOF Helicopter System u,0.815592,81.6%,6711 → 6296
6711,1148,Generalized variational inequalities for linguisti,Qualification and quantification of fuzzy linguist,0.819814,82.0%,6711 → 1148
6711,4807,Generalized variational inequalities for linguisti,Two computational formulae for similarity measures,0.82198,82.2%,6711 → 4807
6711,6569,Generalized variational inequalities for linguisti,Constrained Pythagorean Fuzzy Sets and Its Similar,0.824632,82.5%,6711 → 6569
6713,5894,Geometry aware physics informed neural network sur,Fault Diagnosis Based on BP Neural Network Optimiz,0.610333,61.0%,6713 → 5894
6713,6572,Geometry aware physics informed neural network sur,Convolutional neural network and clustering-based ,0.621492,62.1%,6713 → 6572
6713,7708,Geometry aware physics informed neural network sur,Multimedia generation using neural network DeepDre,0.640773,64.1%,6713 → 7708
6713,7079,Geometry aware physics informed neural network sur,Tuning Convolutional Spiking Neural Network With B,0.641121,64.1%,6713 → 7079
6713,3335,Geometry aware physics informed neural network sur,Effects of local network topology on the functiona,0.67392,67.4%,6713 → 3335
6713,5826,Geometry aware physics informed neural network sur,Domain randomization for neural network classifica,0.700931,70.1%,6713 → 5826
6714,159,Glitch epistemologies for computational cities,The Center for Computational Sciences At Oak Ridge,0.700268,70.0%,6714 → 159
6714,2,Glitch epistemologies for computational cities,Chapter VI: Computational Technics,0.700268,70.0%,6714 → 2
6714,1,Glitch epistemologies for computational cities,Chapter VIII Computational Technics,0.700268,70.0%,6714 → 1
6714,24,Glitch epistemologies for computational cities,Book Reviews : James L. Bruning and B. L. Kintz. C,0.700268,70.0%,6714 → 24
6714,0,Glitch epistemologies for computational cities,Chapter VIII: Computational Technics,0.700268,70.0%,6714 → 0
6714,3176,Glitch epistemologies for computational cities,‘Machines don’t have instincts’: Articulating the ,0.704438,70.4%,6714 → 3176
6714,2675,Glitch epistemologies for computational cities,Micro-cleavages and violence in civil wars: A comp,0.710692,71.1%,6714 → 2675
6714,125,Glitch epistemologies for computational cities,A Computational Treatment of Stress in Greek Infle,0.731102,73.1%,6714 → 125
6715,4035,Global polygons for terrain classification divided,Review of EEG-based pattern classification framewo,0.620108,62.0%,6715 → 4035
6715,9825,Global polygons for terrain classification divided,Weakly supervised veracity classification with LLM,0.709247,70.9%,6715 → 9825
6716,5608,Hardening with Scapolite,AI for Security and Security for AI,0.675026,67.5%,6716 → 5608
6716,4724,Hardening with Scapolite,"Security - Visible, Yet Unseen?",0.68875,68.9%,6716 → 4724
6716,3838,Hardening with Scapolite,Evaluating the degree of security of a system buil,0.70161,70.2%,6716 → 3838
6716,5698,Hardening with Scapolite,Better security through obfuscation,0.71397,71.4%,6716 → 5698
6716,7000,Hardening with Scapolite,Sustainability is a Security Problem,0.719094,71.9%,6716 → 7000
6716,4101,Hardening with Scapolite,Session details: Session 3: Security and Safety An,0.730059,73.0%,6716 → 4101
6716,4606,Hardening with Scapolite,Managing security risks,0.731787,73.2%,6716 → 4606
6716,8776,Hardening with Scapolite,Poor Security and Safety,0.767491,76.7%,6716 → 8776
6718,6042,Hash-based Associative Memory-like Pattern Classif,Network memory in the movement of hospital patient,0.607538,60.8%,6718 → 6042
6718,8640,Hash-based Associative Memory-like Pattern Classif,Iris-MSWasm: Elucidating and Mechanising the Secur,0.608062,60.8%,6718 → 8640
6720,863,Hierarchical Multihop Reasoning on Knowledge Graph,Towards Skolemize Clauses Binding for Reasoning in,0.615636,61.6%,6720 → 863
6720,7141,Hierarchical Multihop Reasoning on Knowledge Graph,A Review of Knowledge Reasoning Based on Neural Ne,0.719367,71.9%,6720 → 7141
6720,7297,Hierarchical Multihop Reasoning on Knowledge Graph,CRule: Category-Aware Symbolic Multihop Reasoning ,0.8327,83.3%,6720 → 7297
6721,2618,Hierarchical intrinsically motivated agent plannin,Evolving agent cognition with Netlogo LevelSpace,0.60077,60.1%,6721 → 2618
6721,2152,Hierarchical intrinsically motivated agent plannin,Validating distance decay through agent based mode,0.630911,63.1%,6721 → 2152
6722,8341,Hippocampus Region's Volume-Based Alzheimer's Stag,Deep Learning in Autonomous Vehicles: A Comprehens,0.662569,66.3%,6722 → 8341
6722,8411,Hippocampus Region's Volume-Based Alzheimer's Stag,Early Detection and Prevention of Malicious User B,0.663541,66.4%,6722 → 8411
6722,6190,Hippocampus Region's Volume-Based Alzheimer's Stag,SomnNET: An SpO2 Based Deep Learning Network for S,0.685539,68.6%,6722 → 6190
6722,7542,Hippocampus Region's Volume-Based Alzheimer's Stag,Forest fire and smoke detection using deep learnin,0.689808,69.0%,6722 → 7542
6722,8128,Hippocampus Region's Volume-Based Alzheimer's Stag,An Early Detection of Parkinson’s Disease using Ma,0.692814,69.3%,6722 → 8128
6722,6353,Hippocampus Region's Volume-Based Alzheimer's Stag,A Deep Learning Approach for Twitter Bot Detection,0.712942,71.3%,6722 → 6353
6722,6606,Hippocampus Region's Volume-Based Alzheimer's Stag,Deep learning for component fault detection in ele,0.734856,73.5%,6722 → 6606
6722,6448,Hippocampus Region's Volume-Based Alzheimer's Stag,Alzheimer’s Detection And Categorization using a D,0.7772,77.7%,6722 → 6448
6723,4737,Hopping path planning in uncertain environments fo,"Sensors experiencing environments, environments be",0.928841,92.9%,6723 → 4737
6724,3858,How Multidimensional is Computational Thinking Com,Fractal Geometry: Enhancing Computational Thinking,0.724319,72.4%,6724 → 3858
6724,6332,How Multidimensional is Computational Thinking Com,What Makes Computational Thinking so Troublesome?,0.726867,72.7%,6724 → 6332
6724,2583,How Multidimensional is Computational Thinking Com,DISSECT: An experiment in infusing computational t,0.729554,73.0%,6724 → 2583
6724,4992,How Multidimensional is Computational Thinking Com,Centering the Identities of Girls of Color in Comp,0.746927,74.7%,6724 → 4992
6724,4362,How Multidimensional is Computational Thinking Com,Benefits of Computational Thinking in Entrepreneur,0.762392,76.2%,6724 → 4362
6724,6222,How Multidimensional is Computational Thinking Com,TechCheck-K: A Measure of Computational Thinking f,0.782001,78.2%,6724 → 6222
6724,5517,How Multidimensional is Computational Thinking Com,Why I Do Not Talk About Computational Thinking in ,0.823139,82.3%,6724 → 5517
6724,7956,How Multidimensional is Computational Thinking Com,Towards a Hermeneutics of Computational Thinking i,0.835106,83.5%,6724 → 7956
6725,5590,How deep is your model? Network topology selection,A model of on/off transitions in neurons of the de,0.657786,65.8%,6725 → 5590
6726,6561,How we talk(ed) about it: Ways of speaking about c,Computational regionalism: De-familiarization of t,0.603057,60.3%,6726 → 6561
6726,2685,How we talk(ed) about it: Ways of speaking about c,Neosentient Architecture Generator,0.622141,62.2%,6726 → 2685
6726,2715,How we talk(ed) about it: Ways of speaking about c,Rapid prototyping for kinetic architecture,0.648089,64.8%,6726 → 2715
6726,1097,How we talk(ed) about it: Ways of speaking about c,In-Between Architecture Computation,0.653481,65.3%,6726 → 1097
6726,2078,How we talk(ed) about it: Ways of speaking about c,"PSI: A Computational Architecture of Cognition, Mo",0.690932,69.1%,6726 → 2078
6730,5642,HyGraph: a subgraph isomorphism algorithm for effi,An analysis of the graph processing landscape,0.609013,60.9%,6730 → 5642
6730,4631,HyGraph: a subgraph isomorphism algorithm for effi,Non-backtracking cycles: length spectrum theory an,0.610131,61.0%,6730 → 4631
6730,2295,HyGraph: a subgraph isomorphism algorithm for effi,GRAPHiQL: A graph intuitive query language for rel,0.617762,61.8%,6730 → 2295
6730,8510,HyGraph: a subgraph isomorphism algorithm for effi,Factor Graph-Based Planning as Inference for Auton,0.649121,64.9%,6730 → 8510
6730,2296,HyGraph: a subgraph isomorphism algorithm for effi,GasCL: A vertex-centric graph model for GPUs,0.670115,67.0%,6730 → 2296
6730,6267,HyGraph: a subgraph isomorphism algorithm for effi,The phantom alignment strength conjecture: practic,0.689753,69.0%,6730 → 6267
6730,3366,HyGraph: a subgraph isomorphism algorithm for effi,Functional querying in graph databases,0.726477,72.6%,6730 → 3366
